Match Id,Team,Opponent,Bowling,O,M,R,W,ER
1,New Zealand,Australia,Daryl Tuffey,4.0,0.0,50.0,1.0,12.5
1,New Zealand,Australia,Kyle Mills,4.0,0.0,44.0,3.0,11.0
1,New Zealand,Australia,Chris Cairns,4.0,0.0,28.0,1.0,7.0
1,New Zealand,Australia,Jeffrey Wilson,4.0,0.0,43.0,0.0,10.75
1,New Zealand,Australia,Andre Adams,4.0,0.0,40.0,0.0,10.0
1,Australia,New Zealand,Brett Lee,4.0,0.0,26.0,1.0,6.5
1,Australia,New Zealand,Glenn McGrath,4.0,0.0,48.0,2.0,12.0
1,Australia,New Zealand,Michael Kasprowicz,4.0,0.0,29.0,4.0,7.25
1,Australia,New Zealand,James Hopes,3.0,0.0,23.0,1.0,7.67
1,Australia,New Zealand,Andrew Symonds,3.0,0.0,33.0,1.0,11.0
1,Australia,New Zealand,Michael Clarke,2.0,0.0,11.0,0.0,5.5
2,Australia,England,Brett Lee,3.0,0.0,31.0,0.0,10.33
2,Australia,England,Glenn McGrath,4.0,0.0,31.0,3.0,7.75
2,Australia,England,Michael Kasprowicz,3.0,0.0,28.0,1.0,9.33
2,Australia,England,Jason Gillespie,4.0,0.0,49.0,1.0,12.25
2,Australia,England,Michael Clarke,3.0,0.0,25.0,1.0,8.33
2,Australia,England,Andrew Symonds,3.0,0.0,14.0,2.0,4.67
2,England,Australia,Darren Gough,3.0,0.0,16.0,3.0,5.33
2,England,Australia,Johnathan Lewis,4.0,0.0,24.0,4.0,6.0
2,England,Australia,Steve Harmison,2.3,0.0,13.0,1.0,5.2
2,England,Australia,Andrew Flintoff,3.0,0.0,15.0,0.0,5.0
2,England,Australia,Paul Collingwood,2.0,0.0,8.0,2.0,4.0
4,South Africa,Australia,Shaun Pollock,4.0,0.0,34.0,1.0,8.5
4,South Africa,Australia,Garnett Kruger,4.0,0.0,29.0,0.0,7.25
4,South Africa,Australia,Monde Zondeki,3.0,0.0,41.0,1.0,13.67
4,South Africa,Australia,Andrew Hall,4.0,0.0,38.0,0.0,9.5
4,South Africa,Australia,Johan Botha,4.0,0.0,43.0,1.0,10.75
4,South Africa,Australia,Jacques Kallis,1.0,0.0,17.0,0.0,17.0
4,Australia,South Africa,Nathan Bracken,3.0,0.0,9.0,2.0,3.0
4,Australia,South Africa,Michael Lewis,3.3,0.0,18.0,2.0,5.14
4,Australia,South Africa,Stuart Clark,4.0,0.0,35.0,1.0,8.75
4,Australia,South Africa,James Hopes,4.0,0.0,26.0,2.0,6.5
4,Australia,South Africa,Andrew Symonds,4.0,0.0,26.0,2.0,6.5
5,New Zealand,West Indies,James Franklin,4.0,0.0,21.0,0.0,5.25
5,New Zealand,West Indies,Shane Bond,4.0,0.0,15.0,2.0,3.75
5,New Zealand,West Indies,Scott Styris,4.0,0.0,33.0,2.0,8.25
5,New Zealand,West Indies,Chris Cairns,4.0,0.0,24.0,0.0,6.0
5,New Zealand,West Indies,Jeetan Patel,4.0,0.0,27.0,1.0,6.75
5,West Indies,New Zealand,Ian Bradshaw,4.0,0.0,22.0,0.0,5.5
5,West Indies,New Zealand,Jerome Taylor,3.0,0.0,30.0,2.0,10.0
5,West Indies,New Zealand,Deighton Butler,3.0,0.0,22.0,0.0,7.33
5,West Indies,New Zealand,Dwayne Bravo,2.4,0.0,16.0,2.0,6.0
5,West Indies,New Zealand,Dwayne Smith,3.2,0.0,9.0,2.0,2.7
5,West Indies,New Zealand,Chris Gayle,4.0,0.0,22.0,2.0,5.5
6,Australia,South Africa,Brett Lee,3.0,0.0,15.0,0.0,5.0
6,Australia,South Africa,Nathan Bracken,4.0,0.0,44.0,1.0,11.0
6,Australia,South Africa,Michael Lewis,4.0,0.0,31.0,2.0,7.75
6,Australia,South Africa,Stuart Clark,4.0,0.0,25.0,0.0,6.25
6,Australia,South Africa,Shane Watson,3.0,0.0,35.0,1.0,11.67
6,Australia,South Africa,Brad Hogg,2.0,0.0,38.0,0.0,19.0
6,South Africa,Australia,Makhaya Ntini,3.0,0.0,44.0,0.0,14.67
6,South Africa,Australia,Andrew Hall,4.0,0.0,22.0,3.0,5.5
6,South Africa,Australia,Roger Telemachus,4.0,0.0,40.0,1.0,10.0
6,South Africa,Australia,Johannes van der Wath,4.0,0.0,40.0,1.0,10.0
6,South Africa,Australia,Graeme Smith,2.0,0.0,21.0,0.0,10.5
6,South Africa,Australia,Robin Peterson,3.0,0.0,29.0,2.0,9.67
7,England,Sri Lanka,Tim Bresnan,2.0,0.0,20.0,0.0,10.0
7,England,Sri Lanka,Steve Harmison,4.0,0.0,29.0,0.0,7.25
7,England,Sri Lanka,Sajid Mahmood,4.0,0.0,34.0,1.0,8.5
7,England,Sri Lanka,Liam Plunkett,4.0,0.0,37.0,1.0,9.25
7,England,Sri Lanka,Paul Collingwood,4.0,0.0,22.0,4.0,5.5
7,England,Sri Lanka,James Dalrymple,2.0,0.0,17.0,1.0,8.5
7,Sri Lanka,England,Ruchira Perera,3.0,0.0,28.0,0.0,9.33
7,Sri Lanka,England,Lasith Malinga,3.0,0.0,25.0,0.0,8.33
7,Sri Lanka,England,Dilhara Fernando,4.0,0.0,22.0,1.0,5.5
7,Sri Lanka,England,Farveez Maharoof,4.0,0.0,30.0,0.0,7.5
7,Sri Lanka,England,Sanath Jayasuriya,4.0,0.0,32.0,2.0,8.0
7,Sri Lanka,England,Tillakaratne Dilshan,2.0,0.0,18.0,1.0,9.0
8,Pakistan,England,Shoaib Akhtar,4.0,0.0,31.0,1.0,7.75
8,Pakistan,England,Mohammad Asif,4.0,1.0,21.0,2.0,5.25
8,Pakistan,England,Naved-ul-Hasan,4.0,0.0,26.0,1.0,6.5
8,Pakistan,England,Shahid Afridi,4.0,0.0,28.0,0.0,7.0
8,Pakistan,England,Abdul Razzaq,4.0,0.0,30.0,3.0,7.5
8,England,Pakistan,Darren Gough,3.5,0.0,33.0,0.0,8.61
8,England,Pakistan,Stuart Broad,4.0,0.0,35.0,2.0,8.75
8,England,Pakistan,Sajid Mahmood,3.0,0.0,29.0,0.0,9.67
8,England,Pakistan,James Dalrymple,2.0,0.0,10.0,1.0,5.0
8,England,Pakistan,Michael Yardy,3.0,0.0,20.0,1.0,6.67
8,England,Pakistan,Paul Collingwood,2.0,0.0,19.0,0.0,9.5
9,Zimbabwe,Bangladesh,Gary Brent,4.0,0.0,40.0,2.0,10.0
9,Zimbabwe,Bangladesh,Anthony Ireland,3.0,0.0,33.0,1.0,11.0
9,Zimbabwe,Bangladesh,Elton Chigumbura,2.0,0.0,22.0,1.0,11.0
9,Zimbabwe,Bangladesh,Prosper Utseya,4.0,0.0,25.0,3.0,6.25
9,Zimbabwe,Bangladesh,Sean Williams,4.0,0.0,28.0,1.0,7.0
9,Zimbabwe,Bangladesh,Keith Dabengwa,1.0,0.0,1.0,1.0,1.0
9,Zimbabwe,Bangladesh,Justice Chibhabha,1.5,0.0,14.0,1.0,7.64
9,Bangladesh,Zimbabwe,Mashrafe Mortaza,4.0,0.0,29.0,1.0,7.25
9,Bangladesh,Zimbabwe,Shahadat Hossain,4.0,0.0,22.0,2.0,5.5
9,Bangladesh,Zimbabwe,Mohammad Rafique,4.0,0.0,22.0,1.0,5.5
9,Bangladesh,Zimbabwe,Shakib Al Hasan,4.0,0.0,31.0,1.0,7.75
9,Bangladesh,Zimbabwe,Abdur Razzak,4.0,1.0,17.0,3.0,4.25
10,India,South Africa,Zaheer Khan,4.0,0.0,15.0,2.0,3.75
10,India,South Africa,Sreesanth,4.0,0.0,33.0,1.0,8.25
10,India,South Africa,Ajit Agarkar,2.3,1.0,10.0,2.0,4.0
10,India,South Africa,Irfan Pathan,4.0,0.0,30.0,0.0,7.5
10,India,South Africa,Sachin Tendulkar,2.3,0.0,12.0,1.0,4.8
10,India,South Africa,Harbhajan Singh,3.0,0.0,22.0,1.0,7.33
10,South Africa,India,Johannes van der Wath,4.0,0.0,18.0,0.0,4.5
10,South Africa,India,Charl Langeveldt,4.0,0.0,20.0,2.0,5.0
10,South Africa,India,Roger Telemachus,4.0,0.0,28.0,0.0,7.0
10,South Africa,India,Tyron Henderson,4.0,0.0,31.0,0.0,7.75
10,South Africa,India,Albie Morkel,2.0,0.0,12.0,0.0,6.0
10,South Africa,India,Robin Peterson,1.5,0.0,11.0,1.0,6.0
11,Sri Lanka,New Zealand,Chaminda Vaas,4.0,0.0,28.0,1.0,7.0
11,Sri Lanka,New Zealand,Farveez Maharoof,3.0,0.0,30.0,1.0,10.0
11,Sri Lanka,New Zealand,Dilhara Fernando,3.0,0.0,36.0,0.0,12.0
11,Sri Lanka,New Zealand,Muttiah Muralitharan,4.0,0.0,27.0,2.0,6.75
11,Sri Lanka,New Zealand,Sanath Jayasuriya,4.0,0.0,21.0,3.0,5.25
11,Sri Lanka,New Zealand,Mahela Jayawardene,1.0,0.0,8.0,0.0,8.0
11,Sri Lanka,New Zealand,Chamara Silva,1.0,0.0,4.0,1.0,4.0
11,New Zealand,Sri Lanka,Shane Bond,3.0,0.0,24.0,1.0,8.0
11,New Zealand,Sri Lanka,James Franklin,2.0,0.0,19.0,0.0,9.5
11,New Zealand,Sri Lanka,Andre Adams,0.5,0.0,18.0,0.0,21.6
12,New Zealand,Sri Lanka,James Franklin,4.0,0.0,23.0,3.0,5.75
12,New Zealand,Sri Lanka,Michael Mason,3.0,0.0,19.0,1.0,6.33
12,New Zealand,Sri Lanka,Mark Gillespie,3.1,0.0,13.0,1.0,4.11
12,New Zealand,Sri Lanka,Andre Adams,4.0,0.0,20.0,2.0,5.0
12,New Zealand,Sri Lanka,Nathan Astle,2.5,0.0,30.0,1.0,10.59
12,New Zealand,Sri Lanka,Jeetan Patel,1.2,0.0,8.0,1.0,6.0
12,Sri Lanka,New Zealand,Lasith Malinga,3.0,0.0,15.0,0.0,5.0
12,Sri Lanka,New Zealand,Ruchira Perera,4.0,0.0,49.0,0.0,12.25
12,Sri Lanka,New Zealand,Dilhara Fernando,4.0,0.0,19.0,3.0,4.75
12,Sri Lanka,New Zealand,Tillakaratne Dilshan,3.3,0.0,8.0,0.0,2.29
12,Sri Lanka,New Zealand,C Bandara,4.0,0.0,20.0,0.0,5.0
13,England,Australia,Andrew Flintoff,4.0,0.0,36.0,0.0,9.0
13,England,Australia,James Anderson,4.0,0.0,64.0,1.0,16.0
13,England,Australia,Monty Panesar,4.0,0.0,40.0,2.0,10.0
13,England,Australia,Johnathan Lewis,3.0,0.0,31.0,0.0,10.33
13,England,Australia,James Dalrymple,1.0,0.0,12.0,0.0,12.0
13,England,Australia,Paul Collingwood,4.0,0.0,36.0,1.0,9.0
13,Australia,England,Nathan Bracken,3.0,0.0,20.0,1.0,6.67
13,Australia,England,Shane Harwood,4.0,0.0,44.0,1.0,11.0
13,Australia,England,Ben Hilfenhaus,4.0,0.0,16.0,2.0,4.0
13,Australia,England,Andrew Symonds,4.0,0.0,24.0,2.0,6.0
13,Australia,England,Brad Hogg,3.0,0.0,24.0,0.0,8.0
13,Australia,England,Cameron White,2.0,0.0,11.0,1.0,5.5
14,South Africa,Pakistan,Shaun Pollock,4.0,0.0,26.0,1.0,6.5
14,South Africa,Pakistan,Alfonso Thomas,4.0,0.0,25.0,3.0,6.25
14,South Africa,Pakistan,Roger Telemachus,4.0,0.0,22.0,1.0,5.5
14,South Africa,Pakistan,Johannes van der Wath,3.0,0.0,23.0,1.0,7.67
14,South Africa,Pakistan,Albie Morkel,4.0,1.0,16.0,1.0,4.0
14,South Africa,Pakistan,Justin Kemp,1.0,0.0,5.0,0.0,5.0
15,England,West Indies,Ryan Sidebottom,4.0,0.0,42.0,1.0,10.5
15,England,West Indies,James Anderson,4.0,0.0,37.0,2.0,9.25
15,England,West Indies,Stuart Broad,3.0,0.0,32.0,1.0,10.67
15,England,West Indies,Michael Yardy,4.0,0.0,35.0,1.0,8.75
15,England,West Indies,Dimitri Mascarenhas,4.0,0.0,39.0,2.0,9.75
15,England,West Indies,Paul Collingwood,1.0,0.0,17.0,0.0,17.0
15,West Indies,England,Daren Powell,3.0,0.0,39.0,0.0,13.0
15,West Indies,England,Ravi Rampaul,4.0,0.0,26.0,0.0,6.5
15,West Indies,England,Dwayne Smith,4.0,0.0,24.0,3.0,6.0
15,West Indies,England,Daren Sammy,4.0,0.0,37.0,2.0,9.25
15,West Indies,England,Marlon Samuels,4.0,0.0,52.0,0.0,13.0
15,West Indies,England,Dwayne Bravo,1.0,0.0,6.0,0.0,6.0
16,England,West Indies,Ryan Sidebottom,4.0,0.0,25.0,2.0,6.25
16,England,West Indies,James Anderson,4.0,0.0,27.0,1.0,6.75
16,England,West Indies,Stuart Broad,4.0,0.0,31.0,1.0,7.75
16,England,West Indies,Dimitri Mascarenhas,3.0,0.0,32.0,0.0,10.67
16,England,West Indies,Michael Yardy,3.0,0.0,30.0,0.0,10.0
16,England,West Indies,Paul Collingwood,2.0,0.0,21.0,2.0,10.5
16,West Indies,England,Dwayne Smith,4.0,0.0,38.0,0.0,9.5
16,West Indies,England,Ravi Rampaul,4.0,0.0,39.0,2.0,9.75
16,West Indies,England,Daren Powell,4.0,0.0,24.0,1.0,6.0
16,West Indies,England,Daren Sammy,4.0,0.0,27.0,1.0,6.75
16,West Indies,England,Marlon Samuels,3.0,0.0,31.0,1.0,10.33
16,West Indies,England,Chris Gayle,0.3,0.0,9.0,0.0,18.0
17,Bangladesh,Kenya,Mashrafe Mortaza,4.0,0.0,29.0,2.0,7.25
17,Bangladesh,Kenya,Syed Rasel,4.0,0.0,20.0,0.0,5.0
17,Bangladesh,Kenya,Abdur Razzak,4.0,0.0,22.0,2.0,5.5
17,Bangladesh,Kenya,Mohammad Ashraful,4.0,0.0,32.0,1.0,8.0
17,Bangladesh,Kenya,Farhad Reza,4.0,0.0,34.0,2.0,8.5
17,Kenya,Bangladesh,Thomas Odoyo,4.0,0.0,28.0,1.0,7.0
17,Kenya,Bangladesh,Peter Ongondo,4.0,0.0,21.0,2.0,5.25
17,Kenya,Bangladesh,Lamech Onyango,2.0,0.0,21.0,1.0,10.5
17,Kenya,Bangladesh,Rajesh Bhudia,2.4,0.0,32.0,0.0,12.0
17,Kenya,Bangladesh,Jimmy Kamande,3.0,0.0,21.0,1.0,7.0
17,Kenya,Bangladesh,Hiren Varaiya,2.0,0.0,15.0,0.0,7.5
18,Bangladesh,Pakistan,Mashrafe Mortaza,4.0,0.0,53.0,0.0,13.25
18,Bangladesh,Pakistan,Syed Rasel,4.0,0.0,23.0,0.0,5.75
18,Bangladesh,Pakistan,Abdur Razzak,4.0,0.0,18.0,1.0,4.5
18,Bangladesh,Pakistan,Mohammad Ashraful,4.0,0.0,42.0,3.0,10.5
18,Bangladesh,Pakistan,Farhad Reza,4.0,0.0,55.0,2.0,13.75
18,Pakistan,Bangladesh,Shoaib Akhtar,4.0,0.0,30.0,2.0,7.5
18,Pakistan,Bangladesh,Mohammad Asif,4.0,0.0,36.0,0.0,9.0
18,Pakistan,Bangladesh,Iftikhar Anjum,4.0,0.0,33.0,0.0,8.25
18,Pakistan,Bangladesh,Shahid Afridi,4.0,0.0,26.0,2.0,6.5
18,Pakistan,Bangladesh,Yasir Arafat,4.0,0.0,31.0,1.0,7.75
19,Pakistan,Kenya,Shoaib Akhtar,3.0,0.0,22.0,2.0,7.33
19,Pakistan,Kenya,Umar Gul,3.0,1.0,7.0,0.0,2.33
19,Pakistan,Kenya,Fawad Alam,4.0,0.0,15.0,1.0,3.75
19,Pakistan,Kenya,Abdur Rehman,3.0,0.0,7.0,2.0,2.33
19,Pakistan,Kenya,Younis Khan,3.4,0.0,18.0,3.0,4.91
19,Pakistan,Kenya,Mohammad Hafeez,3.0,0.0,19.0,2.0,6.33
19,Kenya,Pakistan,Peter Ongondo,3.0,0.0,11.0,1.0,3.67
19,Kenya,Pakistan,Rajesh Bhudia,4.0,0.0,29.0,0.0,7.25
19,Kenya,Pakistan,Hiren Varaiya,4.0,0.0,33.0,1.0,8.25
19,Kenya,Pakistan,Lamech Onyango,3.0,0.0,19.0,0.0,6.33
20,South Africa,West Indies,Shaun Pollock,4.0,0.0,52.0,1.0,13.0
20,South Africa,West Indies,Makhaya Ntini,2.0,0.0,19.0,0.0,9.5
20,South Africa,West Indies,Johannes van der Wath,4.0,0.0,33.0,2.0,8.25
20,South Africa,West Indies,Morne Morkel,4.0,0.0,30.0,1.0,7.5
20,South Africa,West Indies,Vernon Philander,4.0,0.0,35.0,2.0,8.75
20,South Africa,West Indies,Albie Morkel,1.0,0.0,16.0,0.0,16.0
20,South Africa,West Indies,Graeme Smith,1.0,0.0,16.0,0.0,16.0
20,West Indies,South Africa,Daren Powell,4.0,0.0,34.0,0.0,8.5
20,West Indies,South Africa,Ravi Rampaul,4.0,0.0,52.0,1.0,13.0
20,West Indies,South Africa,Dwayne Smith,2.0,0.0,37.0,0.0,18.5
20,West Indies,South Africa,Fidel Edwards,3.0,0.0,21.0,1.0,7.0
20,West Indies,South Africa,Dwayne Bravo,2.4,0.0,39.0,0.0,14.63
20,West Indies,South Africa,Marlon Samuels,2.0,0.0,21.0,0.0,10.5
21,New Zealand,Kenya,Shane Bond,4.0,1.0,12.0,2.0,3.0
21,New Zealand,Kenya,Mark Gillespie,2.5,0.0,7.0,4.0,2.47
21,New Zealand,Kenya,Jacob Oram,2.0,0.0,20.0,0.0,10.0
21,New Zealand,Kenya,Chris Martin,4.0,1.0,14.0,2.0,3.5
21,New Zealand,Kenya,Daniel Vettori,4.0,0.0,18.0,2.0,4.5
21,Kenya,New Zealand,Thomas Odoyo,3.0,0.0,22.0,1.0,7.33
21,Kenya,New Zealand,Peter Ongondo,3.0,0.0,22.0,0.0,7.33
21,Kenya,New Zealand,Nehemiah Odhiambo,1.0,0.0,8.0,0.0,8.0
21,Kenya,New Zealand,Rajesh Bhudia,0.4,0.0,17.0,0.0,25.5
22,Scotland,Pakistan,John Blain,4.0,0.0,23.0,2.0,5.75
22,Scotland,Pakistan,Dewal Nel,4.0,1.0,25.0,2.0,6.25
22,Scotland,Pakistan,Dougie Brown,4.0,0.0,44.0,0.0,11.0
22,Scotland,Pakistan,Rana Haq,4.0,0.0,49.0,2.0,12.25
22,Scotland,Pakistan,Craig Wright,4.0,0.0,29.0,3.0,7.25
22,Pakistan,Scotland,Mohammad Asif,3.5,0.0,28.0,1.0,7.3
22,Pakistan,Scotland,Umar Gul,4.0,0.0,25.0,4.0,6.25
22,Pakistan,Scotland,Mohammad Hafeez,4.0,0.0,24.0,1.0,6.0
22,Pakistan,Scotland,Shahid Afridi,4.0,0.0,19.0,4.0,4.75
22,Pakistan,Scotland,Yasir Arafat,3.0,0.0,14.0,0.0,4.67
22,Pakistan,Scotland,Shoaib Malik,1.0,0.0,3.0,0.0,3.0
23,Zimbabwe,Australia,Elton Chigumbura,3.0,0.0,20.0,3.0,6.67
23,Zimbabwe,Australia,Gary Brent,4.0,0.0,19.0,2.0,4.75
23,Zimbabwe,Australia,Tawanda Mupariwa,3.0,0.0,23.0,0.0,7.67
23,Zimbabwe,Australia,Justice Chibhabha,3.0,0.0,17.0,0.0,5.67
23,Zimbabwe,Australia,Prosper Utseya,4.0,0.0,28.0,1.0,7.0
23,Zimbabwe,Australia,Tatenda Taibu,2.0,0.0,20.0,0.0,10.0
23,Zimbabwe,Australia,Hamilton Masakadza,1.0,0.0,9.0,1.0,9.0
23,Australia,Zimbabwe,Brett Lee,4.0,0.0,31.0,1.0,7.75
23,Australia,Zimbabwe,Nathan Bracken,3.5,0.0,25.0,1.0,6.52
23,Australia,Zimbabwe,Stuart Clark,4.0,0.0,22.0,2.0,5.5
23,Australia,Zimbabwe,Mitchell Johnson,4.0,0.0,26.0,1.0,6.5
23,Australia,Zimbabwe,Andrew Symonds,2.0,0.0,11.0,0.0,5.5
23,Australia,Zimbabwe,Bradley Hodge,2.0,0.0,20.0,0.0,10.0
24,Bangladesh,West Indies,Syed Rasel,4.0,1.0,10.0,1.0,2.5
24,Bangladesh,West Indies,Abdur Razzak,4.0,0.0,25.0,2.0,6.25
24,Bangladesh,West Indies,Mashrafe Mortaza,2.0,0.0,16.0,0.0,8.0
24,Bangladesh,West Indies,Farhad Reza,2.0,0.0,22.0,0.0,11.0
24,Bangladesh,West Indies,Shakib Al Hasan,4.0,0.0,34.0,4.0,8.5
24,Bangladesh,West Indies,Mohammad Ashraful,4.0,0.0,55.0,1.0,13.75
24,West Indies,Bangladesh,Daren Powell,3.0,0.0,28.0,0.0,9.33
24,West Indies,Bangladesh,Ravi Rampaul,4.0,0.0,35.0,2.0,8.75
24,West Indies,Bangladesh,Chris Gayle,4.0,0.0,21.0,0.0,5.25
24,West Indies,Bangladesh,Fidel Edwards,3.0,0.0,33.0,0.0,11.0
24,West Indies,Bangladesh,Dwayne Bravo,2.0,0.0,34.0,0.0,17.0
24,West Indies,Bangladesh,Ramnaresh Sarwan,2.0,0.0,10.0,2.0,5.0
25,Zimbabwe,England,Elton Chigumbura,4.0,0.0,31.0,4.0,7.75
25,Zimbabwe,England,Gary Brent,3.0,0.0,34.0,0.0,11.33
25,Zimbabwe,England,Tawanda Mupariwa,2.0,0.0,22.0,1.0,11.0
25,Zimbabwe,England,Prosper Utseya,4.0,0.0,27.0,1.0,6.75
25,Zimbabwe,England,Tatenda Taibu,2.0,0.0,20.0,0.0,10.0
25,Zimbabwe,England,Keith Dabengwa,2.0,0.0,29.0,0.0,14.5
25,Zimbabwe,England,Justice Chibhabha,3.0,0.0,24.0,1.0,8.0
25,England,Zimbabwe,Stuart Broad,4.0,0.0,29.0,1.0,7.25
25,England,Zimbabwe,James Anderson,3.0,0.0,31.0,0.0,10.33
25,England,Zimbabwe,Andrew Flintoff,3.0,0.0,18.0,0.0,6.0
25,England,Zimbabwe,Dimitri Mascarenhas,4.0,0.0,18.0,3.0,4.5
25,England,Zimbabwe,Christopher Schofield,4.0,0.0,15.0,2.0,3.75
25,England,Zimbabwe,Paul Collingwood,2.0,0.0,23.0,1.0,11.5
27,Kenya,Sri Lanka,Thomas Odoyo,3.0,0.0,14.0,1.0,4.67
27,Kenya,Sri Lanka,Peter Ongondo,4.0,0.0,53.0,0.0,13.25
27,Kenya,Sri Lanka,Nehemiah Odhiambo,4.0,0.0,57.0,1.0,14.25
27,Kenya,Sri Lanka,Lamech Onyango,4.0,0.0,61.0,0.0,15.25
27,Kenya,Sri Lanka,Jimmy Kamande,4.0,0.0,48.0,3.0,12.0
27,Kenya,Sri Lanka,Steve Tikolo,1.0,0.0,25.0,0.0,25.0
27,Sri Lanka,Kenya,Chaminda Vaas,4.0,1.0,15.0,2.0,3.75
27,Sri Lanka,Kenya,Dilhara Fernando,3.0,0.0,23.0,0.0,7.67
27,Sri Lanka,Kenya,Sanath Jayasuriya,3.0,0.0,9.0,1.0,3.0
27,Sri Lanka,Kenya,Lasith Malinga,3.0,0.0,13.0,2.0,4.33
27,Sri Lanka,Kenya,Chamara Silva,2.0,0.0,11.0,0.0,5.5
27,Sri Lanka,Kenya,Gayan Wijekoon,3.0,0.0,12.0,1.0,4.0
27,Sri Lanka,Kenya,Tillakaratne Dilshan,1.3,0.0,4.0,2.0,2.67
28,Australia,England,Brett Lee,4.0,0.0,31.0,1.0,7.75
28,Australia,England,Nathan Bracken,4.0,0.0,16.0,3.0,4.0
28,Australia,England,Stuart Clark,4.0,0.0,24.0,2.0,6.0
28,Australia,England,Mitchell Johnson,4.0,0.0,22.0,3.0,5.5
28,Australia,England,Andrew Symonds,2.0,0.0,28.0,0.0,14.0
28,Australia,England,Michael Clarke,2.0,0.0,14.0,0.0,7.0
28,England,Australia,Stuart Broad,3.0,0.0,23.0,0.0,7.67
28,England,Australia,Andrew Flintoff,4.0,0.0,25.0,1.0,6.25
28,England,Australia,Paul Collingwood,1.0,0.0,16.0,0.0,16.0
28,England,Australia,Robert Kirtley,1.0,0.0,17.0,0.0,17.0
28,England,Australia,Dimitri Mascarenhas,2.0,0.0,22.0,0.0,11.0
28,England,Australia,Christopher Schofield,3.5,0.0,31.0,1.0,8.09
29,Pakistan,India,Mohammad Asif,4.0,0.0,18.0,4.0,4.5
29,Pakistan,India,Umar Gul,4.0,0.0,27.0,0.0,6.75
29,Pakistan,India,Yasir Arafat,4.0,0.0,39.0,1.0,9.75
29,Pakistan,India,Sohail Tanvir,4.0,0.0,18.0,1.0,4.5
29,Pakistan,India,Shahid Afridi,4.0,0.0,37.0,2.0,9.25
29,India,Pakistan,R P Singh,4.0,0.0,23.0,1.0,5.75
29,India,Pakistan,Sreesanth,4.0,0.0,29.0,0.0,7.25
29,India,Pakistan,Ajit Agarkar,4.0,0.0,35.0,1.0,8.75
29,India,Pakistan,Irfan Pathan,4.0,1.0,20.0,2.0,5.0
29,India,Pakistan,Harbhajan Singh,4.0,0.0,32.0,1.0,8.0
30,Sri Lanka,New Zealand,Chaminda Vaas,4.0,0.0,27.0,0.0,6.75
30,Sri Lanka,New Zealand,Dilhara Fernando,4.0,0.0,31.0,2.0,7.75
30,Sri Lanka,New Zealand,Sanath Jayasuriya,4.0,0.0,25.0,1.0,6.25
30,Sri Lanka,New Zealand,Gayan Wijekoon,4.0,0.0,50.0,1.0,12.5
30,Sri Lanka,New Zealand,Lasith Malinga,4.0,0.0,28.0,1.0,7.0
30,New Zealand,Sri Lanka,Shane Bond,4.0,0.0,45.0,0.0,11.25
30,New Zealand,Sri Lanka,Chris Martin,3.0,0.0,23.0,0.0,7.67
30,New Zealand,Sri Lanka,Mark Gillespie,2.5,0.0,29.0,0.0,10.24
30,New Zealand,Sri Lanka,Daniel Vettori,4.0,0.0,23.0,2.0,5.75
30,New Zealand,Sri Lanka,Scott Styris,3.0,0.0,16.0,1.0,5.33
30,New Zealand,Sri Lanka,Jacob Oram,2.0,0.0,21.0,0.0,10.5
31,South Africa,Bangladesh,Shaun Pollock,3.3,0.0,40.0,3.0,11.43
31,South Africa,Bangladesh,Makhaya Ntini,2.0,0.0,31.0,1.0,15.5
31,South Africa,Bangladesh,Morne Morkel,4.0,0.0,21.0,2.0,5.25
31,South Africa,Bangladesh,Johannes van der Wath,4.0,0.0,13.0,1.0,3.25
31,South Africa,Bangladesh,Vernon Philander,4.0,0.0,23.0,2.0,5.75
31,South Africa,Bangladesh,Albie Morkel,2.0,0.0,6.0,0.0,3.0
31,Bangladesh,South Africa,Mashrafe Mortaza,3.5,0.0,33.0,0.0,8.61
31,Bangladesh,South Africa,Syed Rasel,4.0,0.0,28.0,0.0,7.0
31,Bangladesh,South Africa,Abdur Razzak,4.0,0.0,26.0,2.0,6.5
31,Bangladesh,South Africa,Mohammad Ashraful,2.0,0.0,17.0,0.0,8.5
31,Bangladesh,South Africa,Shakib Al Hasan,4.0,0.0,28.0,1.0,7.0
31,Bangladesh,South Africa,Farhad Reza,1.0,0.0,13.0,0.0,13.0
32,India,New Zealand,Sreesanth,3.0,0.0,37.0,1.0,12.33
32,India,New Zealand,R P Singh,4.0,0.0,29.0,2.0,7.25
32,India,New Zealand,Ajit Agarkar,4.0,0.0,40.0,0.0,10.0
32,India,New Zealand,Irfan Pathan,2.0,0.0,16.0,0.0,8.0
32,India,New Zealand,Harbhajan Singh,4.0,0.0,24.0,2.0,6.0
32,India,New Zealand,Yuvraj Singh,3.0,0.0,38.0,1.0,12.67
32,New Zealand,India,Shane Bond,4.0,0.0,39.0,1.0,9.75
32,New Zealand,India,Mark Gillespie,4.0,0.0,42.0,0.0,10.5
32,New Zealand,India,Jeetan Patel,3.0,0.0,38.0,1.0,12.67
32,New Zealand,India,Jacob Oram,2.0,0.0,14.0,1.0,7.0
32,New Zealand,India,Daniel Vettori,4.0,0.0,20.0,4.0,5.0
32,New Zealand,India,Scott Styris,3.0,0.0,25.0,0.0,8.33
